<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20170925;000000;1301.4;1316.9;1295.5;1315.2;134470
20170926;000000;1314.9;1314.9;1297.3;1299.3;108592
20170927;000000;1297.6;1298.8;1286;1287;162732
20170928;000000;1286;1293.7;1283.2;1291.8;84260
20170929;000000;1291.7;1294.7;1280.3;1284.1;88365
20171002;000000;1283.5;1283.5;1274.9;1275.8;85190
20171003;000000;1276.5;1279.2;1273.6;1275.8;36944
20171004;000000;1275.8;1286.9;1274.9;1279.4;112408
20171005;000000;1278;1283.1;1270.4;1272.1;71160
20171006;000000;1272.5;1281;1264.8;1280.8;146488
20171009;000000;1281;1289.4;1281;1288;76733
20171010;000000;1289;1298.3;1289;1292.8;119057
20171011;000000;1292.5;1297.9;1288.5;1296.5;94179
20171012;000000;1297.5;1301.4;1293.5;1296.9;66375
20171013;000000;1297.2;1307.9;1293.5;1307.3;86577
20171016;000000;1307.3;1310.1;1294.7;1299.6;77084
20171017;000000;1299;1299;1285.5;1289;116451
20171018;000000;1288.3;1288.3;1280.7;1284.6;81886
20171019;000000;1284.7;1294.8;1283.7;1292.5;124594
20171020;000000;1292.2;1292.2;1281.3;1284.2;106253
20171023;000000;1283.1;1286.4;1275.3;1284.7;89028
20171024;000000;1284.4;1284.7;1277;1280.3;77770
20171025;000000;1279.9;1282.8;1272.5;1280.3;117682
20171026;000000;1280.5;1283.9;1268.5;1269.1;141680
20171027;000000;1269.1;1276.8;1266.1;1276.5;103466
20171030;000000;1275.4;1281.8;1271.9;1279.5;75527
20171031;000000;1279.7;1280.6;1270.6;1273.6;71937
20171101;000000;1274.5;1284.1;1274.5;1276.9;111385
20171102;000000;1279.9;1287.2;1276.2;1279;88787
20171103;000000;1278.5;1283.2;1267.9;1272;94659
20171107;000000;1272.7;1282.8;1272.7;1278.8;70113
20171108;000000;1279.6;1290.6;1279.6;1284.7;94393
20171109;000000;1284.9;1291.5;1284.9;1288.8;84117
20171110;000000;1288.5;1288.6;1275.9;1278.1;67793
20171113;000000;1278.6;1282.2;1278.2;1280;37019
20171114;000000;1279.6;1285.7;1271.7;1283.4;96852
20171115;000000;1283.2;1292.5;1278.8;1281.1;96902
20171116;000000;1280.4;1284.2;1277.4;1281.1;45256
20171117;000000;1281.8;1299.9;1281.8;1298.1;78587
20171120;000000;1297.1;1297.1;1277.9;1280.9;130194
20171121;000000;1282;1287.4;1278.9;1282;71509
20171122;000000;1283.3;1296.9;1283.3;1294;79388
20171123;000000;1293.5;1296.4;1285.7;1291.6;50595
20171124;000000;1293.9;1294.5;1288.1;1292.4;38022
20171127;000000;1292.4;1302.2;1292.2;1296.2;87949
20171128;000000;1296.2;1299.6;1292.8;1295.3;62238
20171129;000000;1295.8;1298.7;1283.6;1286.8;93517
20171130;000000;1285.8;1285.9;1272;1275.8;113283
20171201;000000;1277.5;1290.7;1273;1281.4;173605
20171204;000000;1281.1;1281.1;1272;1277.3;67499
20171205;000000;1277.3;1278.4;1261.7;1267.7;129907
20171206;000000;1267.9;1270.2;1263.2;1264.9;69456
20171207;000000;1264.2;1264.2;1244.2;1247;94797
20171208;000000;1247.5;1253.2;1243.5;1248.6;98881
20171211;000000;1255.3;1259.6;1246.7;1248.4;4822
20171212;000000;1249.1;1252;1242;1249.9;3384
20171213;000000;1251;1263.5;1247.3;1262.5;4003
20171214;000000;1264;1265;1257.6;1259.6;5516
20171215;000000;1261.1;1274.5;1261.1;1266.9;11179
20171218;000000;1265.6;1271;1264;1267.8;6945
20171219;000000;1267.8;1271.9;1265.9;1268.5;17936
20171220;000000;1268.5;1274.9;1268.5;1272.5;34788
20171221;000000;1272.1;1274.5;1269.5;1273.7;44093
20171222;000000;1273.4;1282.2;1272.5;1279.9;43049
20171225;000000;1281;1285.3;1277.6;1283.2;9164
20171226;000000;1283.3;1293;1283.3;1289.8;28525
20171227;000000;1288.6;1295;1288.4;1294;31800
20171228;000000;1295;1304.9;1293.9;1304.5;58047
20171229;000000;1303.3;1309.7;1298.1;1309.4;22442
20180103;000000;1310;1323.4;1310;1319.1;75935
20180104;000000;1318.6;1345.2;1312;1328.3;59265
20180105;000000;1328.1;1328.1;1317.5;1324.4;59213
20180109;000000;1324.3;1324.3;1313.2;1317;49051
20180110;000000;1316.6;1330.1;1312.8;1322.5;75542
20180111;000000;1322.1;1328.8;1319.7;1327.5;43648
20180112;000000;1327.5;1343.7;1322.3;1343;95890
20180115;000000;1343;1347.6;1338.9;1340.1;29998
20180116;000000;1341;1344;1335;1343.2;50953
20180117;000000;1342;1344.2;1330.6;1332.2;52521
20180118;000000;1331.7;1336.7;1325.9;1328.6;73586
20180119;000000;1330;1341.7;1330;1336.8;33700
20180122;000000;1336;1338.2;1330.9;1337.1;31307
20180123;000000;1337.9;1346;1334.3;1345.1;42304
20180124;000000;1345.9;1365.7;1345.8;1361.5;74427
20180125;000000;1362.1;1370;1346.5;1350.2;93986
20180126;000000;1353.9;1360.2;1350.9;1352.6;46284
20180129;000000;1351.5;1352.4;1340.4;1344;53549
20180130;000000;1342.6;1352.5;1336.3;1339.8;72829
20180131;000000;1340;1350.7;1334.9;1350.3;68224
20180201;000000;1348.7;1352.6;1339.7;1350.4;49348
20180202;000000;1350.4;1352.5;1330.1;1332.3;81052
20180205;000000;1332.8;1343.2;1331.1;1338.4;63727
20180206;000000;1341;1347.3;1323.5;1325.5;99291
20180207;000000;1326.7;1334.2;1315;1318.6;64569
20180208;000000;1318;1324.1;1307.4;1321;92824
20180209;000000;1321.1;1324.3;1300;1315.9;72944
20180212;000000;1315.9;1328.8;1315.9;1325.6;45545
20180213;000000;1326.7;1333.6;1325;1331.9;53423
20180214;000000;1332;1357.9;1320;1356.3;119566
20180215;000000;1355.2;1364;1350.5;1360.5;68135
20180216;000000;1361;1363.9;1347.1;1354.1;59007
20180219;000000;1354.1;1354.1;1347.6;1349.1;24882
20180220;000000;1348.5;1348.5;1330.5;1332.4;82478
20180221;000000;1331.1;1338.5;1322;1327;80864
20180222;000000;1324.1;1336;1322.6;1334.6;57996
20180226;000000;1336;1344.8;1331.7;1335.1;74480
20180227;000000;1334.3;1336.4;1314.8;1318.6;80240
20180228;000000;1319.2;1323.4;1316.5;1318;58796
20180301;000000;1317.2;1323;1304;1320.5;125648
20180302;000000;1318.7;1327.4;1316.6;1322.6;69867
20180305;000000;1324.5;1329;1318.4;1321.4;59648
20180306;000000;1321.5;1339.3;1321.1;1335.2;89559
20180307;000000;1334.2;1335.9;1322.7;1324.5;57422
20180309;000000;1323.5;1326.1;1314;1324.1;55260
20180312;000000;1329;1331.6;1323.5;1331.4;4622
20180313;000000;1330.1;1336.9;1321.7;1336.8;10407
20180314;000000;1335.4;1343.2;1329.3;1331.7;25258
20180315;000000;1332.2;1332.9;1323.4;1324.8;52225
20180316;000000;1325.2;1329.6;1317.3;1322.2;44580
20180319;000000;1321.5;1327.7;1315.7;1325.2;50849
20180320;000000;1324.7;1324.9;1315;1320.5;51190
20180321;000000;1320.8;1343.7;1320.8;1341.4;101521
20180322;000000;1339.9;1341.5;1332.4;1338;47280
20180323;000000;1338;1358.1;1338;1354.7;69091
20180326;000000;1352.3;1363.4;1351.6;1360.7;52797
20180327;000000;1361.5;1365;1347.5;1351.2;54781
20180328;000000;1351;1351;1331.1;1332;63328
20180329;000000;1331.6;1333.9;1328.1;1332.9;44676
20180330;000000;1332.3;1335.9;1326.8;1328.2;10357
20180402;000000;1333.1;1351.6;1333.1;1347.6;46070
20180403;000000;1347.7;1348.2;1335.3;1338;49694
20180404;000000;1338.8;1354.9;1338.6;1340;79794
20180405;000000;1339.9;1339.9;1328.5;1328.6;47372
20180406;000000;1330.3;1341.4;1325.8;1340.3;63283
20180409;000000;1338.3;1344.1;1332.4;1342.9;39918
20180410;000000;1341.6;1349;1338.7;1346.4;37062
20180411;000000;1347;1372.5;1347;1359.6;121484
20180412;000000;1359;1359;1339.4;1340.5;77028
20180413;000000;1342;1352.5;1335.9;1349.8;43660
20180416;000000;1349.3;1356.3;1346;1350.6;57786
20180417;000000;1350.8;1354.1;1342.2;1352.5;49392
20180418;000000;1352.5;1361.7;1347.9;1355;51280
20180419;000000;1356.4;1360.3;1344.4;1350.4;56237
20180420;000000;1348.7;1349.3;1339.5;1340.9;32273
20180423;000000;1340;1340.8;1326.8;1329.5;47029
20180424;000000;1329.9;1337.7;1327.7;1335.2;51156
20180425;000000;1335.2;1335.2;1322.2;1326.9;64500
20180426;000000;1328.4;1331.2;1319.1;1321.4;44114
20180427;000000;1321.5;1329;1319.3;1327.4;38772
20180428;000000;1328;1330;1322.5;1326.1;3081
20180430;000000;1324.6;1324.7;1314.1;1319.9;51322
20180502;000000;1318.3;1318.3;1307.8;1309.3;58331
20180503;000000;1309.6;1322.5;1309.6;1316.7;46040
20180504;000000;1315.8;1322.3;1311.9;1318.8;34196
20180507;000000;1318.5;1319.5;1313.7;1318;34389
20180508;000000;1317.4;1322;1309.8;1318.4;75354
20180510;000000;1318.1;1326.7;1314.3;1324.6;63004
20180511;000000;1324.4;1329.7;1321;1322.4;44320
20180514;000000;1322.8;1325;1315.8;1316;31228
20180515;000000;1315.7;1315.7;1291.8;1293.1;113219
20180516;000000;1293.4;1299.2;1288;1294.2;58324
20180517;000000;1293.6;1295.4;1287.8;1294.2;48404
20180518;000000;1293.6;1296.8;1289.1;1294.1;25212
20180521;000000;1294;1295.9;1285.3;1295.8;31474
20180522;000000;1295.8;1299.5;1290.6;1293.9;41241
20180523;000000;1293.7;1307;1290.5;1296.5;62369
20180524;000000;1297.5;1310.6;1297.5;1308.4;52707
20180525;000000;1307;1311;1302.5;1304.2;43055
20180528;000000;1302.4;1303.8;1298.9;1302;22127
20180529;000000;1300.7;1309.7;1295.7;1302.3;90658
20180530;000000;1301.8;1307.6;1299;1305.6;32560
20180531;000000;1305.7;1309.3;1299.4;1300.5;39424
20180601;000000;1301;1302.6;1291.8;1295.7;37093
20180604;000000;1295.6;1300.3;1292.4;1294.5;34802
20180605;000000;1295.3;1302.2;1290.6;1298.4;42062
20180606;000000;1298.4;1304;1296.1;1298.5;34554
20180607;000000;1298.4;1305;1296.7;1299.4;29124
20180608;000000;1298.9;1302.1;1296.1;1300;26981
20180609;000000;1300.3;1301;1299.5;1300.7;1121
20180611;000000;1308.8;1312.3;1304.5;1311.2;490
20180613;000000;1310;1310;1302.2;1308;3501
20180614;000000;1309.2;1318.5;1309.2;1312;11491
20180615;000000;1311;1311;1285.1;1289.7;7883
20180618;000000;1289.5;1293;1280.2;1287.4;13290
20180619;000000;1287.8;1292.3;1280.2;1284.4;8260
20180620;000000;1284;1287;1273;1277.2;26973
20180621;000000;1277.2;1280.1;1270.4;1277.2;58557
20180622;000000;1278.5;1281.4;1276.5;1278.3;20899
20180625;000000;1278.3;1280;1273.2;1274.2;38466
20180626;000000;1274;1274;1263.6;1267.4;49336
20180627;000000;1267;1269.4;1259.8;1261.2;34694
20180628;000000;1261;1263;1254.5;1256.3;37417
20180629;000000;1257.4;1263.8;1256.3;1260;43425
20180702;000000;1259.5;1259.5;1246.9;1248.3;46864
20180703;000000;1249.8;1266;1249.4;1263.5;67733
20180704;000000;1263.5;1270.4;1262.2;1266.1;36994
20180705;000000;1265.5;1268.7;1259.5;1264.7;43884
20180706;000000;1264.7;1267.5;1261.7;1263.4;21823
20180709;000000;1264;1274.2;1264;1266.1;42844
20180710;000000;1266.1;1266.1;1255.4;1263.4;68780
20180711;000000;1263.1;1263.1;1249.2;1249.5;49585
20180712;000000;1250.3;1255.4;1248.4;1253.3;34332
20180713;000000;1252.8;1252.8;1243;1248.1;46461
20180716;000000;1248.9;1252.1;1245.1;1247.8;29457
20180717;000000;1248;1251.9;1232.7;1233.1;78290
20180718;000000;1233.1;1235;1227.1;1233.8;40510
20180719;000000;1233.5;1235.9;1217.4;1229.9;89241
20180720;000000;1230.4;1238.9;1227.9;1236.8;57121
20180723;000000;1235.5;1238.7;1228.3;1230.1;38472
20180724;000000;1230;1235.2;1223.8;1231.3;37667
20180725;000000;1231.9;1240.6;1231.4;1236.7;49972
20180726;000000;1236;1236.9;1227.6;1228.8;37109
20180727;000000;1229.2;1232.2;1222.6;1228;44213
20180730;000000;1227.5;1230.5;1224.7;1226.4;22895
20180731;000000;1227;1233.4;1218.5;1228.5;71505
20180801;000000;1228.1;1229.5;1220.8;1221;37421
20180802;000000;1222.1;1223.4;1212.3;1212.6;48356
20180803;000000;1212.2;1224.7;1208.6;1218.7;69118
20180806;000000;1218.3;1218.3;1211;1212.5;45012
20180807;000000;1212.9;1220.4;1212.9;1215.8;38187
20180808;000000;1216.3;1220.3;1210;1217.4;68296
20180809;000000;1217.8;1223;1214;1216;61094
20180810;000000;1215.9;1221.1;1210.6;1214.9;54963
20180813;000000;1214.8;1219.8;1195.2;1197.6;103892
20180814;000000;1197.9;1201.9;1195;1197.4;42311
20180815;000000;1196.6;1196.6;1176.4;1177.9;92536
20180816;000000;1178.2;1185;1176.7;1177.8;66267
20180817;000000;1177.3;1188.3;1177;1187.1;56821
20180820;000000;1188.3;1194.2;1187.5;1193.8;51998
20180821;000000;1194;1199.7;1190.9;1199.3;67300
20180822;000000;1198.9;1204.4;1195.4;1198.4;63074
20180823;000000;1197.6;1197.6;1186;1187.5;40270
20180824;000000;1189.3;1210.6;1189.3;1208.7;92974
20180827;000000;1207.3;1214.8;1204.8;1213.2;56168
20180828;000000;1213.5;1216.9;1202;1203.1;78896
20180829;000000;1204.6;1209.8;1203.4;1209;38475
20180830;000000;1208.4;1208.8;1197.7;1202.4;56441
20180831;000000;1202.7;1211;1199.9;1202.8;45563
20180903;000000;1202.5;1205.9;1200.2;1203.5;22857
20180904;000000;1202.6;1202.6;1191.4;1192.5;56176
20180905;000000;1193.6;1199.9;1193.4;1198.5;40697
20180906;000000;1198.5;1208.4;1198;1201.3;58191
20180907;000000;1202;1203.9;1194.5;1196.7;51293
20180910;000000;1202.9;1207;1199.4;1205.1;1759
20180911;000000;1206.5;1207.1;1196.4;1206.7;2327
20180912;000000;1205;1216.5;1199.1;1213.5;2492
20180913;000000;1213;1220;1207.2;1209;5789
20180914;000000;1211.5;1216.2;1200.7;1201.7;4956
20180917;000000;1202.2;1212.6;1202.2;1208.8;6968
20180918;000000;1208.3;1210.5;1203.9;1205.5;18020
20180919;000000;1206.1;1213.5;1204;1211.6;32007
20180920;000000;1211.6;1215.6;1205.5;1214.6;51569
20180921;000000;1215;1218.4;1199;1206.6;81589
20180924;000000;1206.1;1211.6;1203.9;1206.4;37021
20180925;000000;1207;1210.3;1205.2;1208.4;19184
20180926;000000;1207.8;1208.4;1197.5;1201.1;70751
20180927;000000;1201.3;1204;1188.1;1188.6;50011
20180928;000000;1188.5;1200.3;1186.7;1197.6;47530
20181001;000000;1197.6;1198.8;1191.2;1195.4;37529
20181002;000000;1195.7;1215;1195.6;1209.8;96731
20181003;000000;1210.1;1212.6;1204;1204;53338
20181004;000000;1204.9;1214.1;1204.2;1206.2;79391
20181005;000000;1206;1213;1203.8;1210.9;42678
20181008;000000;1210.6;1210.6;1189.5;1194.7;75522
20181009;000000;1195.7;1197.3;1189.8;1195.8;47039
20181010;000000;1196;1202.6;1191.7;1201.8;64293
20181011;000000;1201.4;1233.2;1200.2;1232;196653
20181012;000000;1231.7;1231.7;1222.2;1223.8;92932
20181015;000000;1224.3;1240.7;1224.3;1234.2;98059
20181016;000000;1234;1239.6;1228.9;1230.3;74347
20181017;000000;1229.8;1236.4;1227.9;1229.3;70786
20181018;000000;1228.2;1236.6;1225.1;1231.6;66124
20181019;000000;1231.9;1236.7;1228.9;1232.9;42503
20181022;000000;1232.4;1233.8;1225.5;1227.6;37405
20181023;000000;1228.5;1245.6;1228.5;1236.5;84924
20181024;000000;1236.8;1239.5;1230.2;1238.8;53677
20181025;000000;1239;1242;1232.8;1237;37914
20181026;000000;1236.7;1250.1;1236.1;1239;137689
20181029;000000;1238.4;1238.4;1228.9;1234.3;70912
20181030;000000;1233.8;1233.8;1224.5;1228;46104
20181031;000000;1227.5;1227.5;1216.6;1219.6;59909
20181101;000000;1220;1241.9;1220;1237.5;63611
20181102;000000;1237.5;1241.2;1233.8;1237.4;41252
20181106;000000;1236.4;1240.9;1228.1;1231.4;50283
20181107;000000;1232;1241;1230.1;1230.6;44179
20181108;000000;1230.2;1231.8;1223.9;1227.5;46389
20181109;000000;1227;1227;1210.6;1213.5;70586
20181112;000000;1212.2;1212.2;1204.3;1204.8;54470
20181113;000000;1204.9;1207.8;1199.4;1205.5;68233
20181114;000000;1205.7;1219.5;1201;1215.1;67938
20181115;000000;1215.3;1219.5;1210.1;1215.7;58947
20181116;000000;1217.7;1228.5;1217.2;1224.6;58266
20181119;000000;1224.3;1228.6;1221.4;1227;33390
20181120;000000;1226.6;1231.6;1222.3;1223.6;58010
20181121;000000;1224;1233.1;1224;1228.6;32848
20181122;000000;1229.4;1231.9;1228.3;1228.7;14641
20181123;000000;1228.5;1229;1222.8;1225.8;31015
20181126;000000;1227.1;1230.7;1223.8;1224.4;18233
20181127;000000;1224;1227.8;1213.9;1215.7;50585
20181128;000000;1215.7;1229.6;1212.9;1223.1;52320
20181129;000000;1224;1231;1224;1225.8;33372
20181130;000000;1226;1226.7;1217.4;1222.8;24229
20181203;000000;1223.9;1236.5;1223.9;1232;54059
20181204;000000;1233.6;1243.7;1233.6;1240.2;59371
20181205;000000;1239.1;1240.4;1234.5;1238.8;25615
20181206;000000;1237.4;1246;1236.2;1239.3;43374
20181207;000000;1240.4;1251.6;1239.3;1250.5;47388
20181210;000000;1258.9;1259.2;1252.6;1255.6;1906
20181211;000000;1257.6;1258.9;1251.9;1252.9;2190
20181212;000000;1253.4;1257.4;1251.7;1256.3;2472
20181213;000000;1257.2;1257.2;1250;1252;2230
20181214;000000;1250.9;1251.2;1240;1247.7;8673
20181217;000000;1247.5;1257.5;1246.9;1255.7;5656
20181218;000000;1255.1;1259.8;1255.1;1259.4;8401
20181219;000000;1259.8;1271.8;1256.7;1257;56870
20181220;000000;1258.8;1278.4;1257;1273;76246
20181221;000000;1272.5;1274.6;1264.9;1266.2;44327
20181224;000000;1268;1281.4;1268;1280.7;32389
20181225;000000;1281.1;1284.2;1277;1282.5;6429
20181226;000000;1282.7;1290.4;1275.3;1277.6;42635
20181227;000000;1278.3;1289.9;1277;1285.1;36325
20181228;000000;1285.7;1293.8;1285.7;1290;36106
20181229;000000;1290.1;1298.9;1288.9;1297.3;2296
20190103;000000;1297.3;1308.2;1296.3;1305.8;29347
20190104;000000;1304.7;1306.2;1284.4;1293.6;48937
20190108;000000;1293;1295.3;1287.7;1293.5;23020
20190109;000000;1292.7;1302.7;1288.2;1302.4;33659
20190110;000000;1302.8;1305.4;1295;1295.7;27187
20190111;000000;1297.4;1303.4;1294.8;1295.9;18401
20190114;000000;1297;1303.3;1295.8;1299.8;34429
20190115;000000;1299;1301.6;1293.9;1296.9;28127
20190116;000000;1297.1;1302.6;1295.3;1300.5;22467
20190117;000000;1300.1;1301.9;1295.5;1299;23823
20190118;000000;1299.6;1299.6;1287.4;1287.9;35117
20190121;000000;1288.6;1296.3;1282.8;1286.1;30672
20190122;000000;1286;1292.3;1284.6;1290.6;34525
20190123;000000;1290.6;1293.4;1285.1;1289.9;27360
20190124;000000;1289.2;1290.5;1283.2;1287.4;29537
20190125;000000;1288.2;1306.8;1288.2;1305.6;47036
20190128;000000;1306;1310.7;1303.8;1309.6;39329
20190129;000000;1310;1318.1;1310;1316.6;37899
20190130;000000;1317.5;1329.4;1315.3;1324.7;43371
20190131;000000;1324.9;1332.3;1323.2;1326.4;33671
20190201;000000;1325.5;1329.5;1321.9;1325.2;30557
20190204;000000;1324;1324;1313.8;1318.3;23632
20190205;000000;1319.1;1322.1;1315.6;1320.3;24377
20190206;000000;1319.4;1321.1;1311.1;1311.9;26487
20190207;000000;1311.6;1316.6;1308.2;1314.5;24180
20190208;000000;1314.1;1320.5;1312.5;1319.2;25803
20190211;000000;1318.9;1318.9;1307.9;1312.8;27377
20190212;000000;1313.9;1319.1;1312.8;1316.1;29134
20190213;000000;1316.7;1332.9;1310;1310.7;49648
20190214;000000;1311.4;1319.2;1306;1317;48223
20190215;000000;1317.8;1326.6;1317.8;1326.6;38182
20190218;000000;1326.6;1331.5;1325.3;1330.7;19046
20190219;000000;1329.8;1345.8;1326.5;1343.9;48866
20190220;000000;1344;1349.7;1340.2;1343.2;45559
20190221;000000;1342.5;1343.6;1327.1;1327.5;53185
20190222;000000;1327.8;1335.8;1323.8;1331.1;39154
20190225;000000;1332.7;1335.2;1327.4;1330.4;27908
20190226;000000;1329.8;1331.8;1325.6;1331;26464
20190227;000000;1330;1330.9;1319.1;1322.7;39893
20190228;000000;1322.1;1329.2;1315.2;1316.7;53492
20190301;000000;1316.5;1316.5;1293.6;1293.8;93913
20190304;000000;1295.5;1297;1284.7;1289.6;86057
20190305;000000;1289.1;1289.8;1282.8;1289.3;44181
20190306;000000;1289.5;1292.6;1285.1;1288.6;34709
20190307;000000;1287.5;1290.1;1282;1286.5;35830
20190311;000000;1301.4;1309.9;1301.4;1304.9;3226
20190312;000000;1307.4;1314;1305.8;1313.5;2300
20190313;000000;1314;1322.8;1314;1321.1;3143
20190314;000000;1319.4;1319.4;1304.4;1307.7;5191
20190315;000000;1309.9;1317.6;1309.9;1313.3;4785
20190318;000000;1314.6;1317.7;1312.2;1315;2855
20190319;000000;1316.4;1321.4;1314.6;1318.3;10853
20190320;000000;1318.3;1328.8;1310.8;1324.3;35488
20190321;000000;1326.5;1331.6;1314.5;1320;54478
20190322;000000;1320.9;1325;1319.3;1323.4;33061
20190325;000000;1323.5;1332.4;1323.5;1329.2;49737
20190326;000000;1328.5;1328.5;1320.7;1322.8;37510
20190327;000000;1323.4;1327.2;1316.7;1318;47715
20190328;000000;1318.5;1320.1;1297.3;1299.5;69255
20190329;000000;1299.3;1308.2;1293.5;1301.3;56717
20190401;000000;1301;1305.7;1295.1;1296.5;61103
20190402;000000;1295.6;1299.8;1294;1299.8;35114
20190403;000000;1299.9;1302.6;1296.7;1297.2;37876
20190404;000000;1298.5;1301.8;1288.9;1299.6;59866
20190405;000000;1299.4;1301;1292.2;1299.3;47777
20190408;000000;1299.5;1311.5;1299.5;1306.1;36145
20190409;000000;1305.7;1314;1305.1;1311.1;28547
20190410;000000;1312.4;1318;1307.5;1315.1;41150
20190411;000000;1314.3;1314.3;1296.3;1299.1;49020
20190412;000000;1299.4;1302.4;1296.3;1296.8;28423
20190415;000000;1296.2;1296.5;1288.5;1293.7;43136
20190416;000000;1293.8;1293.8;1279.1;1283.1;66316
20190417;000000;1283.5;1285.5;1278.3;1280.1;36444
20190418;000000;1279.1;1282.7;1276.2;1280.3;39212
20190419;000000;1280.8;1281.8;1279.5;1281.5;4713
20190422;000000;1281.5;1285.1;1278.7;1280.3;29803
20190423;000000;1279.5;1279.5;1271.2;1277.2;49111
20190424;000000;1276.5;1282.9;1274.2;1280.7;38079
20190425;000000;1281.4;1288.2;1280.2;1282.5;35436
20190426;000000;1282.9;1294.1;1278.4;1290.4;42770
20190429;000000;1290;1290;1282.8;1284.1;27871
20190430;000000;1284.5;1290.8;1284.5;1288;31746
20190502;000000;1287.9;1287.9;1270.8;1275.1;36512
20190503;000000;1275.7;1286.2;1272.6;1283.1;56744
20190506;000000;1283.3;1288.4;1280.9;1284.7;27373
20190507;000000;1285.7;1289.9;1282.5;1288.4;44099
20190508;000000;1288.5;1294;1283.2;1284.9;82210
20190510;000000;1285.6;1292.7;1285.6;1289.7;38051
20190513;000000;1289.1;1304.4;1285.1;1303;48022
20190514;000000;1302.1;1302.8;1296.9;1300.5;28851
20190515;000000;1300;1304.9;1296.6;1300.1;38085
20190516;000000;1300.1;1302.5;1287.5;1290.4;35234
20190517;000000;1290.7;1292.1;1278;1281.1;34296
20190520;000000;1280.6;1282.2;1276.7;1281.1;21302
20190521;000000;1280.5;1280.5;1272.6;1277.6;22299
20190522;000000;1277.3;1280.6;1275.1;1276.3;19928
20190523;000000;1276.8;1289.9;1275.6;1286.3;40129
20190524;000000;1285.6;1287.7;1283.2;1287.1;16476
20190527;000000;1287.3;1289.8;1287.1;1287.2;14528
20190528;000000;1287.2;1287.6;1278.5;1282.1;33892
20190529;000000;1282.8;1288.3;1281.9;1284;26132
20190530;000000;1283.5;1292.1;1276.1;1291.3;43524
20190531;000000;1291.6;1308.6;1267.7;1306.4;90595
20190603;000000;1307;1329.1;1307;1326;56490
20190604;000000;1327;1330.4;1321.1;1328.1;37443
20190605;000000;1329.5;1345.4;1328;1331.2;87724
20190606;000000;1332;1341;1332;1336.3;35503
20190607;000000;1335;1349.3;1332;1341.8;61771
20190610;000000;1349.6;1354.2;1333.9;1338.2;4414
20190611;000000;1338.1;1339.8;1330.5;1337.7;2981
20190613;000000;1338.9;1353.7;1338.9;1353.3;2881
20190614;000000;1353.4;1369.1;1348.9;1352.2;11053
